# ------------------------------
# XFoil Interface for Python
# ------------------------------
# 
# Airfoil,naca0012
# Reynolds number,1300000.0
# Ncrit,9.0
# Mach,0.0
# n_node,250
# max_iter, 300
# ------------------------------
# alpha_deg, cl, cd, cm, cpmin, top_xtr, bot_xtr
3.800000000000000711e+00 4.079920649528503418e-01 6.729634013026952744e-03 4.887732211500406265e-03 -1.337788939476013184e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.900000000000000355e+00 4.184923470020294189e-01 6.816618144512176514e-03 5.071035120636224747e-03 -1.377712249755859375e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 4.288187921047210693e-01 6.906667724251747131e-03 5.277781747281551361e-03 -1.417607665061950684e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.100000000000001421e+00 4.394897818565368652e-01 6.999787874519824982e-03 5.412497092038393021e-03 -1.460245609283447266e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.200000000000001066e+00 4.501119554042816162e-01 7.094818633049726486e-03 5.555584561079740524e-03 -1.503178715705871582e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.300000000000000711e+00 4.604889452457427979e-01 7.191367447376251221e-03 5.742742680013179779e-03 -1.545957326889038086e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.400000000000000355e+00 4.718562066555023193e-01 7.293771486729383469e-03 5.712279584258794785e-03 -1.591949343681335449e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.500000000000000000e+00 4.827344119548797607e-01 7.396255154162645340e-03 5.785851273685693741e-03 -1.638418436050415039e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.600000000000001421e+00 4.935401976108551025e-01 7.500710431486368179e-03 5.867575295269489288e-03 -1.685105562210083008e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.700000000000001066e+00 5.056555867195129395e-01 7.612239103764295578e-03 5.652439780533313751e-03 -1.734952449798583984e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.800000000000000711e+00 5.175847411155700684e-01 7.717987056821584702e-03 5.480632185935974121e-03 -1.786071300506591797e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.900000000000000355e+00 5.288584828376770020e-01 7.821121253073215485e-03 5.454603582620620728e-03 -1.837157130241394043e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 5.412366986274719238e-01 7.930368185043334961e-03 5.172525066882371902e-03 -1.891170620918273926e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.100000000000001421e+00 5.543882250785827637e-01 8.045949041843414307e-03 4.708948079496622086e-03 -1.947414517402648926e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.200000000000001066e+00 5.674191117286682129e-01 8.164613507688045502e-03 4.268997814506292343e-03 -2.004508972167968750e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.300000000000000711e+00 5.803021192550659180e-01 8.287675678730010986e-03 3.857001895084977150e-03 -2.063622951507568359e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.400000000000000355e+00 5.930796861648559570e-01 8.394497446715831757e-03 3.479678649455308914e-03 -2.123079538345336914e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.500000000000000000e+00 6.056636571884155273e-01 8.504820987582206726e-03 3.142063040286302567e-03 -2.182556152343750000e+00 1.000000000000000000e+00 1.000000000000000000e+00
